type,name,duration,interval
note,C3,0.75,m6
note,A2,0.75,M6
note,C5,0.25,P18
note,D5,0.75,M2
note,F3,0.75,M13
note,B-2,0.75,P12
note,F4,0.25,m13
note,F4,0.75,P12
note,A3,0.75,M13
note,C3,0.75,M13
note,A4,0.5,P8
note,E4,1.75,M7
note,B-3,1.75,P8
note,C3,1.75,m9
note,G4,0.5,P8
note,F4,0.5,M7
note,G4,0.5,P8
note,G4,2.0,m10
note,E4,2.0,P8
note,B-3,2.0,M9
note,F3,2.75,m9
note,F4,0.75,A8
note,A3,0.75,m3
note,F2,0.25,M13
note,F3,0.75,d5
note,E2,0.25,m20
note,E3,0.75,m17
note,D2,0.25,M3
note,D3,0.5,M17
note,E4,0.25,M3
chord,C2.C3,1.75,P4
note,G4,0.25,P15
note,F4,0.25,m3
note,E4,0.25,P15
note,F4,0.25,m3
note,G4,0.25,m2
note,A4,0.25,P11
note,B4,0.25,m3
note,C5,0.25,m10
note,D5,0.25,m3
note,C5,0.25,P4
note,B4,0.25,P12
note,C5,0.25,M6
note,E4,0.75,P15
note,C4,0.75,m3
note,D5,0.25,M2
note,E5,0.25,m6
note,F5,0.25,M6
note,G5,0.25,M13
note,E4,0.75,P4
note,C4,0.75,A4
note,A5,0.25,m7
note,G5,0.25,P12
note,F#5,0.25,M2
note,G5,0.25,M2
note,E4,0.75,M2
note,C4,0.75,m6
note,A5,0.25,M3
note,G5,0.25,P12
note,A5,0.25,m2
note,C5,1.5,d1
note,F4,0.75,m2
note,D4,0.75,m2
note,D5,0.25,d1
note,C5,0.25,M2
note,B4,0.75,M3
note,F4,0.75,M7
note,D4,0.75,m7
note,F4,0.75,P12
note,D4,0.75,M2
note,F4,0.75,M2
note,D4,0.75,M2
note,B4,0.5,m6
note,D5,0.5,M3
note,F4,0.75,P12
note,D4,0.75,m2
note,F5,0.5,d1
note,B5,0.75,m2
note,F5,0.25,m2
note,D6,0.75,d1
note,B3,0.75,M2
note,G3,0.75,M3
note,B5,0.25,P4
note,F6,0.25,A4
note,B3,0.75,m7
note,G3,0.75,P12
note,E6,0.25,M2
note,D6,0.25,M2
note,E6,0.25,M2
note,D6,0.25,m6
note,B3,0.75,M3
note,G3,0.75,P5
note,C6,0.25,m3
note,B5,0.25,P8
note,C6,0.25,P8
note,B5,0.25,P18
note,B3,0.75,M3
note,G3,0.75,m3
note,C6,0.25,m3
note,D6,0.25,M3
note,C6,0.25,P8
note,B5,0.25,P15
note,B3,0.75,m3
note,G3,0.75,m2
note,A5,0.25,P5
note,G5,0.25,M10
note,F5,0.25,M3
note,E-5,0.5,M16
note,C5,4.0,M2
note,E5,0.5,P11
note,F5,0.5,M10
note,C4,0.75,P8
note,C3,0.75,m7
note,E5,0.5,P5
note,E5,0.75,P4
note,C4,0.75,m6
note,C3,0.75,m6
note,C4,0.75,P8
note,C3,0.75,M3
note,C5,0.25,m6
note,C5,2.0,P4
note,E2,0.75,m3
note,D5,0.25,m6
note,E5,0.25,P8
note,F5,0.25,M3
note,G5,0.25,m3
note,E3,0.75,m3
note,A5,0.25,M3
note,B5,0.25,M3
note,C6,0.25,m13
note,C6,0.5,P11
note,C5,4.0,m3
note,F2,0.75,P12
note,D5,0.5,M14
note,D5,1.75,M13
chord,F3.G3,1/3,M10
chord,F3.G3,1/3,M9
chord,F3.E3,1/3,m7
note,F3,0.75,m6
note,C6,0.25,P8
note,E-5,0.75,P8
note,F#3,0.75,P11
note,C6,0.25,P4
note,C5,2.0,P8
note,G3,0.75,m6
note,D5,0.25,M3
note,E5,0.25,P8
note,F5,0.25,P11
note,G5,0.25,P4
note,G2,0.75,M3
note,A5,0.25,M3
note,B5,0.25,P4
note,C6,0.25,P4
note,C6,0.5,M10
note,A2,0.75,P8
note,F5,0.5,M3
note,F5,1.75,M10
chord,A3.B-3,1/3,M13
chord,A3.B-3,1/3,P12
chord,A3.G#3,1/3,m10
note,A3,0.75,m9
note,C6,0.25,m7
note,F#5,0.75,M6
note,A2,0.75,P8
note,C6,0.25,P8
note,E2,0.75,M10
note,D5,0.25,M3
note,E5,0.25,m10
note,F5,0.25,P8
note,G5,0.25,m3
note,E3,0.75,m10
note,A5,0.25,m13
note,B5,0.25,d12
note,C6,0.25,m10
note,G#5,0.25,M9
note,C4,0.75,M6
note,F3,0.75,P5
note,A5,0.25,P8
note,B5,0.25,P8
note,A5,0.25,m10
note,G5,0.25,m3
note,C#4,0.5,m10
note,F3,0.75,m7
note,F5,0.25,P4
note,E5,0.25,m10
note,D4,0.5,P11
note,D5,0.25,M10
note,C5,1.75,M2
note,E4,0.75,P5
note,G3,0.75,m3
note,E4,0.75,m6
note,G3,0.75,m2
note,E5,0.5,A4
note,B4,2.0,m3
note,F4,0.75,m7
note,G3,0.75,m6
note,D5,1.0,M3
note,F4,0.75,M10
note,G3,0.75,M10
note,C5,0.5,P4
note,C5,6.0,P12
note,E4,0.75,m10
note,C4,0.75,m13
note,C3,0.75,M2
note,C4,1/3,P11
note,D4,1/3,M10
note,C4,1/3,P8
note,B-3,1/3,m7
note,C4,1/3,P5
note,B-3,1/3,P4
note,A3,1/3,m6
note,B-3,1/3,m6
note,A3,1/3,P8
note,C#5,1.0,M3
note,G3,1/3,m6
note,A3,1/3,P4
note,G3,1/3,m3
note,D5,3.5,M9
note,C5,2.0,m7
note,F#3,1/3,m6
note,G3,1/3,P4
note,F#3,1/3,m3
note,D3,1/3,M3
note,E3,1/3,M3
note,D3,1/3,m13
note,B-4,4.0,P11
note,B-3,1/3,m3
note,C4,1/3,P12
note,B-3,1/3,M14
note,A3,1/3,M13
note,B-3,1/3,M10
note,E5,0.25,M9
note,A3,1/3,m7
note,F#5,0.25,m6
note,G5,0.5,P8
note,G3,1/3,P8
note,A3,1/3,P11
note,A5,0.5,P4
note,G3,1/3,P8
note,B-5,0.5,m6
note,F3,1/3,M3
note,G3,1/3,P12
note,D5,0.5,M9
note,F3,1/3,P8
note,C5,3.5,m6
note,B-4,2.0,M3
note,E3,1/3,P4
note,F3,1/3,P4
note,E3,1/3,M10
note,C3,1/3,P8
note,D3,1/3,M3
note,C3,1/3,M10
note,A4,4.0,M13
note,A3,1/3,P12
note,B-3,1/3,m10
note,A3,1/3,m9
note,G3,1/3,m7
note,A3,1/3,M6
note,D5,0.25,P8
note,G3,1/3,P8
note,E5,0.25,m10
note,F5,0.5,m3
note,F3,1/3,m10
note,G3,1/3,m7
note,G5,0.5,P4
note,F3,1/3,m10
note,A5,0.5,P11
note,E3,1/3,m10
note,F3,1/3,P8
note,C5,0.5,M7
note,E3,1/3,P5
note,B-4,3.0,P4
note,A4,1.0,M6
note,D3,1.75,M6
chord,G4.A4,0.25,m10
note,G4,0.25,m3
note,F#4,0.5,m10
note,G4,2.0,m7
note,E3,0.75,P4
note,D5,0.5,m10
note,C3,1.0,m7
note,C5,0.5,P5
note,B-4,0.5,M10
note,G4,0.5,m2
note,D3,0.75,m10
note,A4,0.5,M6
note,F4,0.5,M13
note,C5,0.5,M2
note,A4,0.5,m6
note,B-2,0.75,M6
note,B-4,0.5,M13
note,G4,0.5,P12
note,A4,1.0,m10
note,F4,2.0,m9
note,C3,0.75,m7
note,G4,0.25,M6
note,C4,1.5,P8
note,A4,0.25,P15
note,B-4,0.25,m17
note,A4,0.25,P15
note,G4,0.75,M13
note,E4,0.75,P11
note,C3,0.25,P8
note,A3,1/3,m7
note,B-3,1/3,m10
note,B-2,1/3,m10
note,G#3,1/3,P11
note,A3,1/3,m10
note,A2,1/3,P8
note,F#3,1/3,M7
note,G3,1/3,P5
note,G2,1/3,P4
note,B-4,0.25,M6
note,F2,0.75,M13
note,A4,0.25,m17
note,G#4,0.25,P15
note,A4,0.25,M13
note,C5,0.25,P11
note,B-4,0.25,P8
note,A4,0.25,m7
note,B-4,0.25,m10
note,C5,4/3,m10
note,A3,1.25,m7
note,F3,2.75,P5
note,A4,0.25,M10
note,C4,0.25,P4
note,C5,0.25,P12
note,A3,0.25,M6
note,A4,0.25,P15
note,C4,0.25,m2
note,F4,0.75,M10
note,A3,0.75,P4
note,E5,0.25,P15
note,D5,0.25,M2
note,C#5,0.25,d12
note,D5,0.25,m10
note,F5,0.25,M2
note,E5,0.25,P8
note,D5,0.25,m3
note,E5,0.25,P1
note,F5,1.25,m6
note,C4,1.25,M13
note,A3,2.75,M7
note,C5,0.25,m7
note,F4,0.25,P12
note,F5,0.25,M2
note,C4,0.25,P11
note,C5,0.25,P12
note,F4,0.25,M2
note,A4,0.75,m6
note,C4,0.75,M3
note,G5,0.25,M3
note,F5,0.25,m3
note,E5,0.25,m6
note,F5,0.25,P4
note,A5,0.25,M3
note,G5,0.25,M3
note,F#5,0.25,M3
note,G5,0.25,P15
note,A5,0.25,m3
note,C4,2.75,M13
note,F3,1.75,m14
note,B-5,0.25,m3
note,C6,0.25,M2
note,B-5,0.25,M3
note,A5,0.25,P11
note,G5,0.25,m14
note,F5,0.25,m3
note,E5,0.25,M2
note,F5,0.25,M3
note,A3,1.75,P8
note,G5,0.25,m3
note,A5,0.25,d4
note,E5,0.25,A12
note,F5,0.25,P5
note,D4,1.0,M17
note,C5,0.25,m3
note,D5,0.25,M16
note,A4,0.25,m17
note,C5,0.25,m3
note,D4,1.0,M10
note,G3,0.75,m3
note,B4,0.25,m13
note,A4,0.25,M2
note,B4,0.25,m13
note,C5,0.25,M13
note,E4,0.75,m3
note,C4,0.75,M10
note,B-4,0.25,M3
note,A4,0.25,M13
note,B-4,0.25,m3
note,A4,0.75,M3
note,F4,0.75,M2
note,F3,0.75,M2
chord,A3.A2,0.5,m2
chord,B-2.B-3,0.5,M7
chord,B3.B2,0.5,P8
chord,C4.C3,0.5,M13
note,C5,0.5,M2
note,A4,0.5,m6
chord,F2.F3,1.5,M6
note,C5,0.5,M10
note,A4,0.5,M6
note,C5,0.5,M2
note,A4,0.5,M3
note,C5,0.5,m3
note,A4,0.5,P4
note,G3,0.25,P1
note,F3,0.25,m6
note,C5,0.5,M13
note,B-4,0.5,P4
chord,E2.E3,0.75,M3
note,C5,0.5,m3
note,B-4,0.5,M13
note,C5,0.5,M7
note,B-4,0.5,m7
note,C5,0.5,P12
note,B-4,0.5,M2
chord,E4.E3,0.5,P11
note,C5,0.5,P12
note,B-4,0.5,M2
chord,G3.G4,0.5,m6
note,C5,0.5,M3
note,A4,0.5,P8
chord,F4.F3,0.5,M10
note,C5,0.5,M3
note,G4,0.5,P5
chord,E4.E3,0.5,m3
note,C5,0.5,m6
note,F4,0.5,P4
chord,D4.D3,0.5,M6
note,C5,0.5,M3
note,E4,0.5,M3
chord,C4.C3,0.5,M3
note,D5,0.5,P18
note,F4,0.5,P4
chord,B3.B2,0.5,M3
note,E5,0.75,m3
note,G4,0.75,P15
chord,B-3.B-2,0.75,m3
note,F5,0.75,M13
note,F4,0.75,m14
note,A3,0.75,m3
note,A2,0.75,M2
note,D5,0.75,M3
note,F4,0.75,P11
note,G#3,0.75,m14
note,B2,0.75,m3
note,C5,0.75,M2
note,F4,0.75,M3
note,A3,0.75,P8
note,C3,0.75,P8
note,F4,0.75,P15
note,C4,0.75,M3
note,A3,0.75,m3
note,C3,0.75,P4
note,A4,0.5,d4
note,E4,1.0,A12
note,B-3,0.75,P5
note,C3,0.75,M17
note,G4,0.5,P1
note,F4,0.5,M13
note,D4,0.5,M13
note,B-3,0.75,m3
note,C3,0.75,M16
note,G4,0.5,m17
note,E4,0.5,P1
note,G4,1.0,P12
note,E4,2.0,P12
note,B-3,2.0,m3
note,F3,2.75,M10
note,G#4,1.0,m3
note,A4,0.75,m13
note,F4,0.75,P1
note,A3,0.75,P11
note,A4,0.25,P11
note,A5,0.25,M2
note,B-4,0.25,m13
note,B-5,0.25,M13
note,B4,0.25,P1
note,B5,0.25,M10
note,C5,0.25,M10
note,C6,0.25,m6
note,F4,0.25,P8
note,A3,1.5,m13
note,C3,2.75,m2
note,F5,1.25,M17
note,G5,0.25,M17
note,B-3,0.25,P1
note,F5,0.25,P12
note,A3,0.25,M13
note,E5,0.75,A1
note,G3,0.75,m17
note,E5,0.25,m17
note,E6,0.25,P1
note,F5,0.25,m17
note,F6,0.25,P5
note,E5,0.25,d15
note,E6,0.25,m2
note,F5,0.25,m17
note,F6,0.25,m17
note,D5,0.25,P1
note,D6,0.25,m14
note,C5,0.25,m16
chord,C2.C3,0.5,m2
note,C6,0.25,M17
note,B4,0.25,M17
chord,D2.D3,0.5,P1
note,B5,0.25,M16
note,B-4,0.25,P11
chord,E3.E2,0.75,M3
note,B-5,0.25,M2
note,G5,0.5,m2
note,B-3,0.5,M2
note,E3,0.5,M2
note,C6,1/3,P15
note,A3,0.75,M3
note,F3,0.75,M2
note,A5,1/3,m2
note,F5,1/3,m17
note,B-5,1/3,m3
note,B-3,0.75,m14
note,G3,0.75,m3
note,G5,1/3,P12
note,E5,1/3,P4
note,F5,1/3,P4
note,C4,0.75,P4
note,A3,0.75,P4
note,C5,1/3,m10
note,A4,1/3,M3
note,D5,1/3,M10
note,G3,0.75,M3
note,B-2,0.75,P4
note,B-4,1/3,m3
note,G4,1/3,P4
note,F4,0.75,P4
note,A3,0.75,m3
note,C3,0.75,M3
note,A4,0.5,P11
note,E4,2.0,P1
note,B-3,2.0,P11
note,C3,2.0,M6
note,G4,0.5,P5
note,F4,0.5,M6
note,G4,0.5,P5
note,F4,0.5,P5
note,A3,0.75,P5
note,F3,0.75,M10
note,C5,0.5,P1
note,B4,0.5,M6
note,B-4,0.5,P5
note,A4,0.5,M6
note,G#4,0.5,P5
note,G4,0.5,P5
note,F4,0.5,P5
note,A4,0.5,P12
note,B-3,2.0,m6
note,C3,2.0,P5
note,G4,0.5,P8
note,F4,0.5,m14
note,G4,0.5,P1
note,F4,0.5,P1
note,A3,0.75,P1
note,F3,0.75,d5
note,C5,0.5,M3
note,B4,0.5,P5
note,B-4,0.5,m10
note,A4,0.5,d12
note,G#4,0.5,A2
note,G4,0.5,A4
note,F4,0.5,m10
note,A4,0.5,d12
note,E4,2.0,M3
note,B-3,2.0,P5
note,C3,2.0,m10
note,G4,0.5,d12
note,F4,0.5,A2
note,G4,0.5,A4
note,F4,0.75,m10
note,A3,0.75,d12
note,F3,0.75,M3
note,C4,1.75,P5
note,A3,1.75,m3
note,A2,0.75,A2
note,A1,0.75,A11
note,D4,1.0,P8
note,B-3,1.0,M6
note,G3,1.0,P8
note,E3,1.0,M3
note,C3,0.75,P5
note,C2,0.75,m3
note,C4,0.75,A2
note,A3,0.75,A4
note,B-3,4.0,m3
chord,G3.E3,4.0,M3
note,C3,5.0,m7
note,F2,5.0,m3
note,A3,1.0,m10
note,F3,1.0,d12
note,G5,0.25,A2
note,F5,0.25,M13
note,C4,0.25,m10
note,E5,0.25,m10
note,E4,0.25,d12
note,D5,0.25,M3
note,G4,0.25,m14
note,C5,0.25,m10
note,E4,0.25,m10
note,C5,0.25,d12
note,C4,0.25,A2
note,E4,0.25,M13
note,C5,0.25,m10
note,G4,0.25,m10
note,E4,0.25,d12
note,C5,1.25,M3
note,C4,0.25,P5
note,E4,0.25,m3
note,G4,0.25,A2
note,E4,0.25,A11
note,C4,0.25,P8
note,E4,0.25,M6
note,C6,0.25,P8
note,G4,0.25,M3
note,E4,0.25,P5
note,B5,0.25,m3
note,C4,0.25,A2
note,A5,0.25,A4
note,F4,0.25,m10
note,G5,0.25,d12
note,A4,0.25,M3
note,F5,0.25,P5
note,F4,0.25,m3
note,F5,0.25,A2
note,C4,0.25,P8
note,F4,0.25,M6
note,F5,0.25,P8
note,A4,0.25,M3
note,F4,0.25,P5
note,F5,1.25,m3
note,C4,0.25,A4
note,F4,0.25,M6
note,A4,0.25,P4
note,F4,0.25,P8
note,C4,0.25,P8
note,F4,0.25,P8
note,A5,0.25,P8
note,A4,0.25,P8
note,F4,0.25,P8
note,A5,0.25,P8
note,C4,0.25,P8
note,G5,0.25,P8
note,E4,0.25,P8
note,F5,0.25,P8
note,G4,0.25,P8
note,E5,0.25,P8
note,E4,0.25,P8
note,E5,0.5,P8
note,C4,0.25,P8
note,E4,0.25,P8
note,G5,0.5,P8
note,G4,0.25,P8
note,E4,0.25,P8
note,G5,0.25,P8
note,B3,0.25,P8
note,F5,0.25,P8
note,D4,0.25,P8
note,E5,0.25,P8
note,G4,0.25,P8
note,D5,0.25,P8
note,D4,0.25,P8
note,D5,0.5,P8
note,B3,0.25,P8
note,D4,0.25,P8
note,F5,0.5,P8
note,G4,0.25,P8
note,D4,0.25,P8
note,F5,0.25,P8
note,C4,0.5,P8
note,E5,0.25,P8
note,D5,0.25,P8
note,G4,0.5,P8
note,E4,0.5,P8
note,C5,0.25,P8
note,B4,0.25,P8
note,F4,0.5,P8
note,D4,0.5,P8
note,C5,0.25,P8
note,E4,0.5,P8
note,C4,0.5,P8
note,E5,1.0,m2
note,C4,1.0,M2
note,G3,1.5,M2
note,D5,0.5,m2
note,B3,0.5,M2
note,G5,0.25,M2
note,F5,0.25,M17
note,C4,0.25,M2
note,E5,0.25,M2
note,E4,0.25,m2
note,D5,0.25,M2
note,G4,0.25,M2
note,C5,0.25,M2
note,E4,0.25,P11
note,C5,0.25,m2
note,C4,0.25,m10
note,E4,0.25,M2
note,C5,0.25,M7
note,G4,0.25,m2
note,E4,0.25,M6
chord,B4.C5,0.25,m3
note,C4,0.25,M2
note,D5,0.25,M6
note,E4,0.25,m2
note,C5,1.25,d5
note,G4,0.25,M3
note,E4,0.25,P5
note,C4,0.25,P4
note,E4,0.25,P8
note,C6,0.25,P8
note,G4,0.25,P8
note,E4,0.25,P8
note,B5,0.25,P8
note,C4,0.25,P8
note,A5,0.25,P8
note,F4,0.25,P8
note,G5,0.25,P8
note,A4,0.25,P8
note,F5,0.25,P8
note,F4,0.25,P8
note,F5,0.25,P8
note,C4,0.25,P8
note,F4,0.25,P8
note,F5,0.25,P8
note,A4,0.25,P8
note,F4,0.25,P8
chord,E5.F5,0.25,P8
note,C4,0.25,P8
note,G5,0.25,P8
note,F4,0.25,P8
note,F5,1.0,P8
note,A4,0.25,P8
note,F4,0.25,P8
note,C4,0.25,P8
note,F4,0.25,P8
note,A5,0.25,P8
note,A4,0.25,P8
note,F4,0.25,P8
note,A5,0.25,P8
note,C4,0.25,P8
note,G5,0.25,P8
note,E4,0.25,P8
note,F5,0.25,P8
note,G4,0.25,P8
note,E5,0.25,P8
note,E4,0.25,P8
note,E5,0.5,P8
note,C#4,0.25,P8
note,E4,0.25,P8
note,G5,0.5,P8
note,A4,0.25,P8
note,E4,0.25,P8
note,G5,0.25,P8
note,D4,0.25,P8
note,F5,0.25,P8
note,F4,0.25,P8
note,E5,0.25,P8
note,A4,0.25,P8
note,D5,0.25,P8
note,F4,0.25,M7
note,D5,0.5,d25
note,B3,0.25,P8
note,D4,0.25,P8
note,F5,0.5,P8
note,G4,0.25,P8
note,D4,0.25,P8
note,F5,0.25,P8
note,G4,0.5,P8
note,C4,0.5,P8
note,E5,0.25,P8
note,F5,0.25,P8
note,D4,0.5,d8
note,F3,0.5,P8
note,D5,0.25,M20
note,C5,0.5,P5
note,E4,0.5,M17
note,G3,1.0,P8
chord,B4.C5.B4,0.25,A11
note,D4,0.5,d21
chord,A4.B4,0.25,P8
note,A5,0.25,P8
note,C4,0.25,P8
note,G5,0.25,P8
note,E4,0.25,P8
note,F5,0.25,P8
note,G4,0.25,P8
note,E5,0.25,P8
note,E4,0.25,P8
note,E6,0.25,P8
note,C#4,0.25,P4
note,C#6,0.25,P12
note,E4,0.25,P15
note,A5,0.25,P8
note,A4,0.25,M2
note,G5,0.25,M2
note,E4,0.25,m2
note,G5,0.25,M2
note,D4,0.25,M2
note,F5,0.25,M2
note,F4,0.25,m2
note,E5,0.25,d1
note,A4,0.25,M6
note,D5,0.25,d7
note,F4,0.25,P11
note,D6,0.25,M6
note,B3,0.25,P5
note,B5,0.25,m3
note,D4,0.25,M3
note,G5,0.25,M13
note,G4,0.25,m3
note,F5,0.25,d5
note,D4,0.25,A4
note,F5,0.25,m7
note,G4,0.5,P11
note,C4,0.5,m6
note,E5,0.25,M3
note,A5,0.25,P8
note,D4,0.5,P22
note,F3,0.5,M2
note,F5,0.25,M2
note,E5,0.25,m2
note,C4,0.5,M2
note,G3,1.0,M2
note,G5,0.25,M2
note,F5,0.25,m2
note,B3,0.5,d1
note,D5,0.25,d12
note,C5,0.5,A2
note,C4,0.5,A12
chord,G2.G3,0.5,M10
note,C4,0.25,m3
chord,E2.E3,0.5,P1
note,E4,0.25,M3
note,G4,0.25,M13
chord,C2.C3,0.5,m3
note,C5,0.25,d5
note,C5,1.0,A4
note,E4,0.75,m7
chord,G2.G3,0.5,P11
note,G3,0.5,m6
note,E5,0.25,M3
note,F4,1.0,m3
note,G3,0.5,m3
note,D5,0.25,M17
note,C5,0.25,A4
note,G3,0.5,m3
note,D5,0.25,m21
note,C5,0.5,m3
note,E4,0.5,m3
note,C4,0.5,P19
chord,G3.G2,0.5,m3
note,E4,0.25,M3
note,C4,0.25,M2
chord,E3.E2,0.5,P11
note,G4,0.25,M10
note,E4,0.25,P8
note,C5,0.25,m7
note,G4,0.25,P5
chord,C3.C2,0.5,P4
note,E5,0.25,m6
note,C5,0.25,m6
note,E5,0.75,P8
note,C5,0.75,M3
chord,G2.G3,0.5,m6
note,G3,0.5,P4
note,G5,0.25,m3
note,E5,0.25,m6
note,G3,0.5,P8
note,F5,0.25,M3
note,D5,0.25,m3
note,E5,0.25,m3
note,C5,0.25,M3
note,G3,0.5,M3
note,F5,0.25,m13
note,D5,0.25,P11
note,E5,0.5,m3
note,C5,0.5,P12
note,C4,0.5,M14
chord,G2.G3,0.5,M13
note,C5,0.25,M10
chord,E2.E3,0.5,M9
note,E5,0.25,m7
note,G5,0.25,m6
chord,C2.C3,0.5,P8
note,C6,0.25,P8
note,G#5,0.5,P11
note,C4,2.0,P4
note,F3,1.0,P8
note,A5,0.25,m6
note,F#5,0.5,M3
note,E3,1.0,P8
note,G5,0.25,P11
note,E5,0.5,P4
note,C4,1.75,M3
note,A3,1.0,M3
note,F5,0.25,P4
note,E-5,0.5,P4
note,G3,0.75,M10
note,E5,0.25,P8
note,C#5,0.25,M3
note,A3,0.75,M10
note,F3,0.75,M13
note,D5,0.25,P12
note,F5,0.25,m10
note,A5,0.25,m9
note,G5,0.25,m7
note,F5,0.25,M6
note,E5,0.25,P8
note,F4,0.5,P8
note,F3,0.5,M10
note,D5,0.25,M3
note,C5,0.5,m10
note,E4,0.5,P8
note,G3,1.0,m3
note,B4,0.5,m10
note,D4,0.5,m13
note,C4,0.25,d12
note,E4,0.25,m10
note,G4,0.25,M9
note,C5,0.25,M6
note,C5,1.0,P5
note,E4,0.75,P8
note,G2,0.25,P8
note,C3,0.25,m10
note,E3,0.25,m3
note,G3,0.25,m10
note,E5,0.25,m7
note,F4,1.0,P4
note,G3,0.25,m10
note,D5,0.25,P11
note,C5,0.25,M10
note,G3,0.25,M2
note,D5,0.25,P5
note,C5,0.5,m3
note,E4,0.5,m6
note,C4,0.5,m2
note,C3,0.25,A4
note,E4,0.25,m3
note,C4,0.25,m7
note,G4,0.25,m6
note,E4,0.25,M3
note,C5,0.25,M10
note,G4,0.25,M10
note,E5,0.25,P4
note,C5,0.25,P12
note,E5,1.0,m10
note,C5,1.0,P12
note,G2,0.25,m2
note,C3,0.25,M2
note,E3,0.25,P1
note,G3,0.25,P11
note,G5,0.25,M10
note,E5,0.25,P8
note,G3,0.25,m7
note,F5,0.25,P5
note,D5,0.25,P4
note,E5,0.25,m6
note,C5,0.25,P5
note,G3,0.25,M7
note,F5,0.25,P8
note,D5,0.25,m6
note,E5,0.5,m7
note,C5,0.5,P5
note,C4,0.5,P4
note,C3,0.25,m6
note,C5,0.25,m6
note,E5,0.25,P8
note,G5,0.25,M3
note,C6,0.25,m3
note,G#5,0.25,m3
note,C4,0.5,M3
note,F3,1.0,P12
note,A5,0.25,m10
note,A5,0.25,P8
note,C4,1.0,M6
note,A5,0.25,P11
note,F#5,0.25,m13
note,E3,1.0,P12
note,G5,0.25,M14
note,G5,0.25,M13
note,C4,0.5,M10
note,G5,0.25,M9
note,E5,0.25,m7
note,C4,0.5,m6
note,A3,1.0,P8
note,F5,0.25,M7
note,F5,0.25,M10
note,C4,1.0,P11
note,F5,0.25,P8
note,E-5,0.25,M9
note,G3,1.0,m7
note,E5,0.25,m6
note,E5,0.25,P8
note,C4,0.5,P8
note,E5,0.25,P11
note,C6,0.5,P4
note,C5,1.0,M3
note,E3,0.25,M3
note,F3,0.25,P4
note,A5,1.0,M13
note,F3,0.25,M10
note,F3,0.25,P12
note,C5,1.0,m10
note,E-3,0.25,P8
note,E3,0.25,M10
note,G5,0.5,M10
note,E3,0.25,M13
note,E3,0.25,P12
note,G5,0.5,m10
note,C5,1.0,m9
note,C#3,0.25,m7
note,D3,0.25,M6
note,F5,1.0,P8
note,D3,0.25,P8
note,D3,0.25,m10
note,C5,1.0,d14
note,B2,0.25,d12
note,C3,0.25,P11
note,E5,0.5,P8
note,C3,0.25,m7
note,C3,0.25,m10
note,D5,0.25,m10
note,A3,2.0,P11
note,F3,2.0,m10
chord,E5.D5.C#5,0.25,P8
note,D5,0.25,M7
note,E5,0.25,P5
note,F5,0.25,P4
chord,G5.F5.E5,0.25,M6
note,F5,0.25,M6
note,G5,0.25,m10
note,A5,0.25,m14
note,A3,1.0,P12
note,F3,1.0,P11
chord,B5.A5.G#5,0.25,P8
note,A5,0.25,m7
note,B5,0.25,m10
note,C6,0.5,m10
note,A3,0.5,m7
note,F#3,0.5,P5
note,E5,0.25,M10
note,G5,1.0,m2
note,C4,0.5,m10
note,G3,0.5,M6
note,C4,0.5,M13
note,G3,0.5,M2
chord,F#5.G5,0.25,m6
chord,A5.G5,0.25,M6
note,C4,0.5,M17
note,G3,0.5,P15
chord,F5.E5,0.25,P11
note,D5,0.5,M20
note,B3,0.5,P22
note,G3,0.5,P22
note,B4,0.5,M20
note,G4,0.5,M20
note,C5,0.5,m24
note,A4,0.5,d19
note,D5,0.5,m14
note,A4,0.5,P15
note,F#4,0.5,P18
chord,D6.E6,1/3,P15
note,B4,0.25,P12
note,G4,0.5,m13
chord,D6.C6,1/3,m17
chord,B5.A5,1/3,P15
chord,B5.C6,1/3,P11
chord,B5.A5,1/3,P18
chord,G5.F#5,1/3,M20
chord,G5.A5,1/3,M20
chord,G5.F5,1/3,P18
chord,E5.D5,1/3,P18
chord,E5.F5,1/3,m24
chord,E5.D5,1/3,d19
chord,C5.B4,1/3,m14
note,C5,0.75,P15
chord,E4.A3,0.5,P18
note,G3,0.5,P15
chord,E5.D5,0.25,P12
note,C5,0.5,M13
chord,E4.A3,0.5,M17
note,G3,0.5,P22
chord,E4.A3,0.5,d4
note,G3,0.5,M10
note,C5,0.25,P11
note,C5,0.75,M10
chord,A3.E-4,0.5,A8
note,G3,0.5,A9
chord,E-5.D5,0.25,M10
note,C5,0.5,m10
chord,E-4.A3,0.5,m9
note,G3,0.5,m10
chord,E-4.A3,0.5,P5
note,G3,0.5,P12
note,C5,0.25,m10
chord,C6.D6,1/3,m9
chord,D4.A3,0.5,P8
note,F#3,0.5,P15
chord,C6.B5,1/3,P8
chord,A5.G#5,1/3,P8
chord,A5.B5,1/3,P8
chord,A5.G5,1/3,P8
chord,F#5.F5,1/3,P8
chord,F#5.G5,1/3,P8
chord,F#5.E5,1/3,P8
chord,D5.C#5,1/3,P8
chord,D5.E5,1/3,P8
chord,D5.C5,1/3,P8
chord,B4.A4,1/3,P8
note,B4,0.75,P8
note,D4,0.5,P8
note,G3,0.5,P8
chord,D5.C5,0.25,P8
note,B4,0.5,P8
note,D4,0.5,P8
note,G3,0.5,P8
note,D4,0.5,P8
note,G3,0.5,P8
note,B4,0.25,P8
